,instancia_id,token_id,token,puntuacion_inicial,puntuacion_final,capitalizacion
364,12,10127,del,,,0
365,12,15672,anterior,,,0
366,12,11266,pero,,,0
367,12,49341,buen,,,0
368,12,10133,##o,,,0
369,12,10547,este,,,0
370,12,11734,año,,,0
371,13,10196,es,,,1
372,13,10119,un,,,0
373,13,11708,sistema,,,0
374,13,10110,en,,,0
375,13,10125,el,,,0
376,13,10121,que,,,0
377,13,10285,las,,,0
378,13,79105,renta,,,0
379,13,10107,##s,,,0
380,13,10104,de,,,0
381,13,12185,capital,,,0
382,13,15842,pag,,,0
383,13,10206,##an,,,0
384,13,23827,mucho,,,0
385,13,14298,menos,,,0
386,13,10121,que,,,0
387,13,10285,las,,,0
388,13,79105,renta,,,0
389,13,10107,##s,,,0
390,13,10104,de,,,0
391,13,18100,trabajo,,,0
392,13,193,y,,,0
393,13,36584,eso,,,0
394,13,10196,es,,,0
395,13,10106,in,,,0
396,13,106670,##just,,,0
397,13,10133,##o,,,0
398,14,33254,gracias,,,1
399,14,169,a,,,0
400,14,10109,la,,,0
401,14,30059,reforma,,,0
402,14,10104,de,,,0
403,14,10109,la,,,0
404,14,31152,ley,,,0
405,14,10733,org,,,0
406,14,40613,##ánica,,,0
407,14,10127,del,,,0
408,14,13045,poder,,,0
409,14,41809,judicial,,,0
410,14,10211,im,,,0
411,14,96898,##puls,,,0
412,14,11153,##ada,,,0
413,14,10183,por,,,0
414,14,10109,la,,,0
415,14,17579,mayoría,,,0
416,14,47176,absoluta,,,0
417,14,10127,del,,,0
418,14,15207,partido,,,0
419,14,12600,popular,,,0
420,14,18278,esto,,,0
421,14,10126,se,,,0
422,14,10321,va,,,0
423,14,169,a,,,0
424,14,33282,acabar,,,0
425,14,16348,porque,,,0
426,14,10125,el,,,0
427,14,15207,partido,,,0
428,14,12600,popular,,,0
429,14,10228,ha,,,0
430,14,10104,de,,,0
431,14,43275,##cid,,,0
432,14,12306,##ido,,,0
433,14,58538,liquid,,,0
434,14,10354,##ar,,,0
435,14,10109,la,,,0
436,14,86847,justicia,,,0
437,14,29865,universal,,,0
438,15,36077,mir,,,1
439,15,10112,##e,,,1
440,15,47599,señor,,,0
441,15,95314,reyes,,,0
442,15,10192,no,,,0
443,15,10126,se,,,0
444,15,10406,lo,,,0
445,15,10261,he,,,0
446,15,31005,dicho,,,0
447,15,10110,en,,,0
448,15,10109,la,,,0
449,15,11876,primera,,,0
450,15,64480,intervención,,,0
451,15,16348,porque,,,0
452,15,10911,me,,,0
453,15,10261,he,,,0
454,15,59599,quer,,,0
455,15,12306,##ido,,,0
456,15,86356,referir,,,0
457,15,169,a,,,0
458,15,14828,otras,,,0
459,15,10854,cu,,,0
460,15,101265,##estiones,,,0
461,15,11266,pero,,,0
462,15,10192,no,,,0
463,15,10126,se,,,0
464,15,12994,puede,,,0
465,15,43259,venir,,,0
466,15,10173,con,,,0
467,15,12921,tanto,,,0
468,15,11322,ci,,,0
469,15,55068,##nismo,,,0
470,15,169,a,,,0
471,15,11504,esta,,,0
472,15,40083,tribu,,,0
473,15,10219,##na,,,0
474,16,193,y,,,1
475,16,10406,lo,,,0
476,16,18414,hace,,,0
477,16,83499,incorpora,,,0
478,16,10605,##ndo,,,0
479,16,66500,límites,,,0
480,16,10110,en,,,0
481,16,10198,su,,,0
482,16,110323,ejercicio,,,0
483,17,10181,som,,,1
484,17,10310,##os,,,1
485,17,44542,parlament,,,0
486,17,45356,##arios,,,0
487,17,193,y,,,0
488,17,10911,me,,,0
489,17,30395,parece,,,0
490,17,20710,raz,,,0
491,17,12920,##ona,,,0
492,17,11203,##ble,,,0
493,17,10121,que,,,0
494,17,36579,aquí,,,0
495,17,11782,cada,,,0
496,17,12891,cual,,,0
497,17,100745,def,,,0
498,17,53781,##ienda,,,0
499,17,10110,en,,,0
500,17,11041,forma,,,0
501,17,10104,de,,,0
502,17,82613,moci,,,0
503,17,11482,##ón,,,0
504,17,183,o,,,0
505,17,10104,de,,,0
506,17,184,p,,,0
507,17,108854,##nl,,,0
508,17,16348,porque,,,0
509,17,10192,no,,,0
510,17,11769,ten,,,0
511,17,62512,##emos,,,0
512,17,16539,otra,,,0
513,17,10854,cu,,,0
514,17,44223,##ále,,,0
515,17,10107,##s,,,0
516,17,10312,son,,,0
517,17,10285,las,,,0
518,17,44772,medidas,,,0
519,17,10121,que,,,0
520,17,11782,cada,,,0
521,17,12891,cual,,,0
522,17,23718,considera,,,0
523,17,10121,que,,,0
524,17,10312,son,,,0
525,17,90316,necesaria,,,0
526,17,10107,##s,,,0
527,17,62721,poner,,,0
528,17,10110,en,,,0
529,17,39461,marcha,,,0
530,18,10126,se,,,1
531,18,10406,lo,,,0
532,18,104950,pregunta,,,0
533,18,10537,##ba,,,0
534,18,10164,al,,,0
535,18,15207,partido,,,0
536,18,82355,nacionalista,,,0
537,18,41924,vas,,,0
538,18,10812,##co,,,0
539,18,10121,que,,,0
540,18,10411,era,,,0
541,18,10125,el,,,0
542,18,33124,objeto,,,0
543,19,10196,es,,,1
544,19,10119,un,,,0
545,19,17982,problema,,,0
546,19,10104,de,,,0
547,19,10121,que,,,0
548,19,19626,us,,,0
549,19,42024,##tede,,,0
550,19,10107,##s,,,0
551,19,10126,se,,,0
552,19,10279,han,,,0
553,19,59599,quer,,,0
554,19,12306,##ido,,,0
555,19,101058,colocar,,,0
556,19,14168,inte,,,0
557,19,38948,##ncio,,,0
558,19,51758,##nada,,,0
559,19,193,y,,,0
560,19,10127,del,,,0
561,19,43954,##ibe,,,0
562,19,19162,##rada,,,0
563,19,10611,##mente,,,0
564,19,10110,en,,,0
565,19,10153,una,,,0
566,19,63872,determinada,,,0
567,19,20018,posición,,,0
568,19,14343,política,,,0
569,19,193,y,,,0
570,19,12368,cuando,,,0
571,19,12655,todo,,,0
572,19,10126,se,,,0
573,19,12361,mu,,,0
574,19,19293,##eve,,,0
575,19,10110,en,,,0
576,19,10547,este,,,0
577,19,12115,país,,,0
578,19,19626,us,,,0
579,19,42024,##tede,,,0
580,19,10107,##s,,,0
581,19,10192,no,,,0
582,19,68448,quiere,,,0
583,19,10115,##n,,,0
584,19,18577,move,,,0
585,19,16239,##rse,,,0
586,20,193,y,,,1
587,20,10192,no,,,0
588,20,10126,se,,,0
589,20,15166,pueden,,,0
590,20,62721,poner,,,0
591,20,32456,condiciones,,,0
592,20,16348,porque,,,0
593,20,18691,igual,,,0
594,20,10261,he,,,0
595,20,61578,enten,,,0
596,20,38482,##dido,,,0
597,20,13672,yo,,,0
598,20,15189,mal,,,0
599,20,11266,pero,,,0
600,20,169,a,,,0
601,20,83426,mí,,,0
602,20,10911,me,,,0
603,20,10228,ha,,,0
604,20,28107,queda,,,0
605,20,10317,##do,,,0
606,20,10109,la,,,0
607,20,63175,sensa,,,0
608,20,10810,##ción,,,0
609,20,10104,de,,,0
610,20,10121,que,,,0
611,20,12368,cuando,,,0
612,20,19626,us,,,0
613,20,11912,##ted,,,0
614,20,14645,estaba,,,0
615,20,55537,habla,,,0
616,20,10605,##ndo,,,0
617,20,10104,de,,,0
618,20,10406,lo,,,0
619,20,10121,que,,,0
620,20,96621,debería,,,0
621,20,183,o,,,0
622,20,10192,no,,,0
623,20,96621,debería,,,0
624,20,17708,figura,,,0
625,20,10129,##r,,,0
626,20,10110,en,,,0
627,20,15046,ese,,,0
628,20,27888,texto,,,0
629,20,16029,según,,,0
630,20,10198,su,,,0
631,20,171,c,,,0
632,20,39077,##rite,,,0
633,20,12013,##rio,,,0
634,20,90520,daba,,,0
635,20,10109,la,,,0
636,20,10211,im,,,0
637,20,48451,##presión,,,0
638,20,10104,de,,,0
639,20,10121,que,,,0
640,20,19626,us,,,0
641,20,11912,##ted,,,0
642,20,14645,estaba,,,0
643,20,10514,po,,,0
644,20,25175,##nien,,,0
645,20,10317,##do,,,0
646,20,32456,condiciones,,,0
647,20,10220,para,,,0
648,20,49236,mantener,,,0
649,20,10125,el,,,0
650,20,11826,fin,,,0
651,20,10104,de,,,0
652,20,10408,eta,,,0
653,20,193,y,,,0
654,20,10220,para,,,0
655,20,49236,mantener,,,0
656,20,10109,la,,,0
657,20,23963,situación,,,0
658,20,10121,que,,,0
659,20,11769,ten,,,0
660,20,62512,##emos,,,0
661,20,29291,ahora,,,0
662,21,16348,porque,,,1
663,21,68225,estima,,,0
664,21,13386,##mos,,,0
665,21,10121,que,,,0
666,21,22536,siempre,,,0
667,21,10121,que,,,0
668,21,10126,se,,,0
669,21,97184,dé,,,0
670,21,10119,un,,,0
671,21,68799,incremento,,,0
672,21,10110,en,,,0
673,21,10182,los,,,0
674,21,12229,pre,,,0
675,21,12892,##su,,,0
676,21,78630,##puestos,,,0
677,21,75240,destinado,,,0
678,21,10107,##s,,,0
679,21,169,a,,,0
680,21,29949,educación,,,0
681,21,11573,nos,,,0
682,21,84553,parecer,,,0
683,21,10661,##á,,,0
684,21,12028,bien,,,0
685,21,193,y,,,0
686,21,171,c,,,0
687,21,33472,##reo,,,0
688,21,10121,que,,,0
689,21,10109,la,,,0
690,21,31926,comunidad,,,0
691,21,23037,edu,,,0
692,21,47512,##cati,,,0
693,21,10362,##va,,,0
694,21,10406,lo,,,0
695,21,52449,recibir,,,0
696,21,10661,##á,,,0
697,21,10104,de,,,0
698,21,11041,forma,,,0
699,21,54255,positiva,,,0
700,22,10183,por,,,1
701,22,10406,lo,,,0
702,22,12921,tanto,,,0
703,22,193,y,,,0
704,22,10183,por,,,0
705,22,12655,todo,,,0
706,22,22690,ello,,,0
707,22,12556,vo,,,0
708,22,12819,##tar,,,0
709,22,10333,##é,,,0
710,22,169,a,,,0
711,22,19122,favor,,,0
712,22,10104,de,,,0
713,22,10109,la,,,0
714,22,37241,trans,,,0
715,22,18306,##ac,,,0
716,22,23004,##cional,,,0
717,22,10121,que,,,0
718,22,10125,el,,,0
719,22,18350,resto,,,0
720,22,10104,de,,,0
721,22,16504,grupos,,,0
722,22,10279,han,,,0
723,22,20914,firma,,,0
724,22,10317,##do,,,0
725,23,12028,bien,,,1
726,23,55537,habla,,,1
727,23,38360,nuevamente,,,0
728,23,10104,de,,,0
729,23,10109,la,,,0
730,23,103987,mecánica,,,0
731,23,10153,una,,,0
732,23,11675,vez,,,0
733,23,26219,ap,,,0
734,23,10567,##ro,,,0
735,23,51606,##bado,,,0
736,23,10107,##s,,,0
737,23,10182,los,,,0
738,23,12229,pre,,,0
739,23,12892,##su,,,0
740,23,78630,##puestos,,,0
741,23,193,y,,,0
742,23,54910,cree,,,0
743,23,13386,##mos,,,0
744,23,43477,perfect,,,0
745,23,14272,##amente,,,0
746,23,10121,que,,,0
747,23,10126,se,,,0
748,23,39224,define,,,0
749,23,36579,aquí,,,0
750,23,10549,ya,,,0
751,23,10153,una,,,0
752,23,37854,atención,,,0
753,23,49711,singular,,,0
754,23,34574,##izada,,,0
755,23,13101,caso,,,0
756,23,10183,por,,,0
757,23,13101,caso,,,0
758,23,169,a,,,0
759,23,10109,la,,,0
760,23,24301,hora,,,0
761,23,10104,de,,,0
762,23,85941,hablar,,,0
763,23,10104,de,,,0
764,23,10182,los,,,0
765,23,12229,pre,,,0
766,23,12892,##su,,,0
767,23,78630,##puestos,,,0
768,23,10104,de,,,0
769,23,10182,los,,,0
770,23,37945,centros,,,0
771,23,23037,edu,,,0
772,23,110767,##cativo,,,0
773,23,10107,##s,,,0
774,24,10183,por,,,1
775,24,38188,qué,,,0
776,24,11264,tra,,,0
777,24,62512,##emos,,,0
778,24,11504,esta,,,0
779,24,43637,iniciativa,,,1
780,25,10192,no,,,1
781,25,10126,se,,,0
782,25,12820,just,,,0
783,25,44480,##ifica,,,0
784,25,10121,que,,,0
785,25,10125,el,,,0
786,25,12229,pre,,,0
787,25,97782,##cept,,,0
788,25,10133,##o,,,0
789,25,62324,constitucional,,,0
790,25,10121,que,,,0
791,25,63790,mand,,,0
792,25,10113,##a,,,0
793,25,54518,establecer,,,0
794,25,10119,un,,,0
795,25,67441,equilibrio,,,0
796,25,10402,entre,,,0
797,25,42928,protección,,,0
798,25,80497,ambiental,,,0
799,25,193,y,,,0
800,25,24081,defensa,,,0
801,25,10104,de,,,0
802,25,59959,intereses,,,0
803,25,70371,económicos,,,0
804,25,10427,os,,,0
805,25,36953,##cile,,,0
806,25,13337,cap,,,0
807,25,27749,##rich,,,0
808,25,105854,##osamente,,,0
809,25,10164,al,,,0
810,25,98892,alb,,,0
811,25,10546,##ur,,,0
812,25,10104,de,,,0
813,25,59959,intereses,,,0
814,25,74037,particulares,,,0
815,25,183,o,,,0
816,25,10104,de,,,0
817,25,59959,intereses,,,0
818,25,62328,generales,,,0
819,25,10192,no,,,0
820,25,55493,deb,,,0
821,25,11726,##ida,,,0
822,25,10611,##mente,,,0
823,25,11419,ex,,,0
824,25,78630,##puestos,,,0
825,26,10192,no,,,1
826,26,10406,lo,,,0
827,26,62621,hacía,,,0
828,26,10183,por,,,0
829,26,10198,su,,,0
830,26,36101,##puesto,,,0
831,26,10125,el,,,0
832,26,55339,régimen,,,0
833,26,24256,nada,,,0
834,26,10543,más,,,0
835,26,97023,lejos,,,0
836,26,11266,pero,,,0
837,26,12758,había,,,0
838,26,14037,quien,,,0
839,26,11392,desde,,,0
840,26,14707,dentro,,,0
841,26,10406,lo,,,0
842,26,62621,hacía,,,0
843,27,171,c,,,1
844,27,33472,##reo,,,1
845,27,10121,que,,,0
846,27,11504,esta,,,0
847,27,14002,tarde,,,0
848,27,13605,hay,,,0
849,27,10153,una,,,0
850,27,69720,reunión,,,0
851,27,10127,del,,,0
852,27,97357,patrona,,,0
853,27,10340,##to,,,0
854,27,183,o,,,0
855,27,61816,mañana,,,0
856,27,171,c,,,0
857,27,33472,##reo,,,0
858,27,10121,que,,,0
859,27,10110,en,,,0
860,27,22541,breve,,,0
861,27,10321,va,,,0
862,27,169,a,,,0
863,27,16719,ver,,,0
864,27,10153,una,,,0
865,27,69720,reunión,,,0
866,27,10127,del,,,0
867,27,97357,patrona,,,0
868,27,10340,##to,,,0
869,27,193,y,,,0
870,27,96621,debería,,,0
871,27,10115,##n,,,0
872,27,62721,poner,,,0
873,27,10341,##se,,,0
874,27,31481,negro,,,0
875,27,10690,sobre,,,0
876,27,34488,blanco,,,0
877,27,11639,re,,,0
878,27,110491,##quisitos,,,0
879,27,10104,de,,,0
880,27,11419,ex,,,0
881,27,32942,##cel,,,0
882,27,24549,##encia,,,0
883,28,10153,una,,,1
884,28,10196,es,,,0
885,28,10125,el,,,0
886,28,19272,cambio,,,0
887,28,171,c,,,0
888,28,29101,##lim,,,0
889,28,26689,##ático,,,0
890,28,16539,otra,,,0
891,28,10125,el,,,0
892,28,10192,no,,,0
893,28,10164,al,,,0
894,28,25038,frac,,,0
895,28,15629,##king,,,0
896,28,193,y,,,0
897,28,16539,otra,,,0
898,28,10125,el,,,0
899,28,18419,sí,,,0
900,28,169,a,,,0
901,28,10285,las,,,0
902,28,63256,ren,,,0
903,28,12804,##ova,,,0
904,28,14273,##bles,,,0
905,29,193,y,,,1
906,29,10225,como,,,0
907,29,10104,de,,,0
908,29,58728,##cimo,,,0
909,29,10107,##s,,,0
910,29,10549,ya,,,0
911,29,11392,desde,,,0
912,29,15046,ese,,,0
913,29,13782,momento,,,0
914,29,10106,in,,,0
915,29,17505,##cer,,,0
916,29,30991,##tid,,,0
917,29,10465,##um,,,0
918,29,13724,##bre,,,0
919,30,10104,de,,,1
920,30,15289,todas,,,0
921,30,23189,formas,,,0
922,30,10225,como,,,0
923,30,10141,le,,,0
924,30,80592,dig,,,0
925,30,10133,##o,,,0
926,30,10911,me,,,0
927,30,12556,vo,,,0
928,30,10157,##y,,,0
929,30,19509,content,,,0
930,30,10113,##a,,,0
931,30,10183,por,,,0
932,30,10125,el,,,0
933,30,19614,hecho,,,0
934,30,10104,de,,,0
935,30,10121,que,,,0
936,30,11504,esta,,,0
937,30,43637,iniciativa,,,0
938,30,10321,va,,,0
939,30,169,a,,,0
940,30,54972,salir,,,0
941,30,10173,con,,,0
942,30,10153,una,,,0
943,30,52604,amplia,,,0
944,30,17579,mayoría,,,0
945,30,11266,pero,,,0
946,30,10911,me,,,0
947,30,12556,vo,,,0
948,30,10157,##y,,,0
949,30,70980,profunda,,,0
950,30,10611,##mente,,,0
951,30,12229,pre,,,0
952,30,25125,##oc,,,0
953,30,25009,##upa,,,0
954,30,10229,##da,,,0
955,31,76210,propone,,,1
956,31,13386,##mos,,,1
957,31,11564,también,,,0
958,31,103723,instar,,,0
959,31,169,a,,,0
960,31,10285,las,,,0
961,31,67656,junta,,,0
962,31,10107,##s,,,0
963,31,62328,generales,,,0
964,31,183,o,,,0
965,31,169,a,,,0
966,31,10285,las,,,0
967,31,10120,di,,,0
968,31,27876,##put,,,0
969,31,29046,##aciones,,,0
970,31,21207,fora,,,0
971,31,11268,##les,,,0
972,31,169,a,,,0
973,31,73290,aplicar,,,0
974,31,10176,est,,,0
975,31,18570,##ric,,,0
976,31,27421,##tamente,,,0
977,31,10198,su,,,0
978,31,86958,normativa,,,0
979,31,21207,fora,,,0
980,31,10161,##l,,,0
981,31,10127,del,,,0
982,31,10478,ir,,,0
983,31,55942,##pf,,,0
984,31,10110,en,,,0
985,31,10406,lo,,,0
986,31,10121,que,,,0
987,31,10126,se,,,0
988,31,62605,refiere,,,0
989,31,10164,al,,,0
990,31,56708,tratamiento,,,0
991,31,10104,de,,,0
992,31,10182,los,,,0
993,31,103282,rendimiento,,,0
994,31,10107,##s,,,0
995,31,10104,de,,,0
996,31,18100,trabajo,,,0
997,31,25060,genera,,,0
998,31,11181,##dos,,,0
